Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
3d4b680d069403c21c7bfb69174a90c373a5f3323a8a6e42843f643166c8bb62,2022-10,Gwent Police,Gwent Police,,,No location,,,Unable to prosecute suspect
4560bb9dfbbc0fa552dd339b51ee0aaa4b1b73babc08a4834be5c311e7947d51,2022-10,Gwent Police,Gwent Police,-3.014149,51.832393,On or near Meadway,W01001558,Monmouthshire 002C,Investigation complete; no suspect identified
63a339b7c99ce4d86b9e8fee66b530231c974cb89abfd49d2b08487de1f04382,2022-10,Gwent Police,Gwent Police,-2.868446,51.608919,On or near Greenfields View,W01001641,Newport 004C,Investigation complete; no suspect identified
c1c3d6a73f31e35231c969d68e9f1c205fe6d04ab65c49965601a93b64ad4c45,2022-10,Gwent Police,Gwent Police,-2.881568,51.725558,On or near Ty-Freeman Road,W01001560,Monmouthshire 006C,Investigation complete; no suspect identified
4dbae81b660e2abc9abc50efbf2ef436785e5f1866ba4ea6239d3c901a638d00,2022-10,Gwent Police,Gwent Police,-3.033387,51.647479,On or near Byron Place,W01001528,Torfaen 010D,Investigation complete; no suspect identified
b8c6c5036f9e7b66cef6ca28695c47e177f1a13b053c58640da90ad6a4895e4a,2022-10,Gwent Police,Gwent Police,-2.932766,51.576506,On or near Billet Close,W01001649,Newport 004D,Investigation complete; no suspect identified
8f3e8f522bd9ef1a747086e196d58f919eff554f9e6df5945e278775555cfea9,2022-10,Gwent Police,Gwent Police,-3.302450,51.656914,On or near Pentwyn Road,W01001319,Merthyr Tydfil 007B,Investigation complete; no suspect identified
53b5208e9bbcc31c56e5ce9d9b2e3e1598f21557d7974b9f7fe11895178e098f,2022-10,Gwent Police,Gwent Police,-3.097006,51.604164,On or near Commercial Lane,W01001412,Caerphilly 017B,Investigation complete; no suspect identified
801038a6a65788870194c19e9818134a2d4657dedd3e0a5a18a5ed5cfdd9545f,2022-10,Gwent Police,Gwent Police,-2.971239,51.601550,On or near Burton Road,W01001615,Newport 005B,Investigation complete; no suspect identified
6f0d0c4b7e1bbb728420390f06d4c339e6cb83f5c81bda813ca5b7f76e9e8bbd,2022-10,Gwent Police,Gwent Police,-3.222584,51.692094,On or near Commercial Street,W01001326,Caerphilly 003B,Investigation complete; no suspect identified
9cb611c55b043fb666637772f03bed4a28a74a2446114b5a207c21bb095163ae,2022-10,Gwent Police,Gwent Police,-3.209409,51.783396,On or near Bridge Street,W01001456,Blaenau Gwent 004C,Investigation complete; no suspect identified
ffb2e4f05d0d3ad5f73c125554d0a8a98e1b627a7b68b988b4ed744858033a9d,2022-10,Gwent Police,Gwent Police,-2.969236,51.584788,On or near Fleetwood Close,W01001643,Newport 013B,Investigation complete; no suspect identified
7ba8c1c547c241c615aef8bb5bebc13247fe1ab0198ae5d56d99346c0df66f27,2022-10,Gwent Police,Gwent Police,-2.976844,51.742148,On or near Parklands,W01001555,Monmouthshire 006A,Investigation complete; no suspect identified
21f430a759f73c17105139b4bfd4cbe664ca9281201980612fbf77635ccf378d,2022-10,Gwent Police,Gwent Police,-3.207949,51.780821,On or near ,W01001461,Blaenau Gwent 007F,Investigation complete; no suspect identified
962d7edd3265cace5dc9e807576574889a701be0dbac36aaa88be72c75a8aee7,2022-10,Gwent Police,Gwent Police,-2.667611,51.628234,On or near Celandine Court,W01001592,Monmouthshire 008D,Investigation complete; no suspect identified
91b3b83f3857fee6fa30d87355298097758ccb876a8cc23d11fa5a88d4f952a5,2022-10,Gwent Police,Gwent Police,-3.074103,51.836168,On or near ,W01001564,Monmouthshire 003D,Investigation complete; no suspect identified
53022719bfa410e3eb2541acf92a7de86ab2416965a52b72ec4fc855bfc69648,2022-10,Gwent Police,Gwent Police,-2.994757,51.582273,On or near Keynsham Avenue,W01001687,Newport 014D,Investigation complete; no suspect identified
c00e78c29e4eeeeb6ca23e6d1b56ff49266daee706886f68ec4a9ae10f2f8a4f,2022-10,Gwent Police,Gwent Police,-2.960869,51.592518,On or near Beechcroft Road,W01001608,Newport 008B,Investigation complete; no suspect identified
65521608d9eb3a1c7b278b6f46e41177305372cbeb9feca2642ddca277dcc67c,2022-10,Gwent Police,Gwent Police,-3.018972,51.822965,On or near ,W01001579,Monmouthshire 001E,Investigation complete; no suspect identified
2725a0c829d806665b60ab54f5e6a4e0855a25d728699514bdbb5654b9d28939,2022-10,Gwent Police,Gwent Police,-3.003454,51.592494,On or near Queen's Hill Crescent,W01001603,Newport 012C,Investigation complete; no suspect identified
780686773a3d7eb4c9ba81c36865ad8d2b6536b81e7b6d6db2822fb1f474245a,2022-10,Gwent Police,Gwent Police,-3.044902,51.652304,On or near Bowleaze,W01001503,Torfaen 009B,Investigation complete; no suspect identified
f747469796a4050e8013c4d7492dd49c08e481016f11b225ec9a382d16b326f6,2022-10,Gwent Police,Gwent Police,-2.991866,51.590003,On or near Copper Dome Mews,W01001693,Newport 013E,Investigation complete; no suspect identified
98564672ab88a3eb7e6ee7a136964aa6b8bb72178ce8764bb1eae3b24d8f34df,2022-10,Gwent Police,Gwent Police,-3.219009,51.782937,On or near Edwards Court,W01001457,Blaenau Gwent 004D,Investigation complete; no suspect identified
13aba84cf09c6642e4a8ed38e8d7d60d6150a85b2a9fbca6fffcea06b2a09ecc,2022-10,Gwent Police,Gwent Police,-3.294871,51.738903,On or near Glan-Y-Nant,W01001361,Caerphilly 002B,Investigation complete; no suspect identified
c1f9847971b0f67b9e31bc0c4e2c692f44995d068f3f9c9f9fd479ca84bf18ad,2022-10,Gwent Police,Gwent Police,-2.719813,51.808058,On or near ,W01001576,Monmouthshire 004D,Investigation complete; no suspect identified
744fe7d536c81a5ee7dc9abb686fbe50c4ef4e10244368ff97ac38b129b8e304,2022-10,Gwent Police,Gwent Police,-2.995807,51.599276,On or near Aragon Street,W01001683,Newport 006D,Investigation complete; no suspect identified
d5c646cc39d8ff582e696c4ad1f053bdf3a301fe474cbb594360a4de9159232f,2022-10,Gwent Police,Gwent Police,-3.021792,51.557943,On or near Tredegar House Drive,W01001689,Newport 019D,Investigation complete; no suspect identified
ee95840eb31ab6fda66b5dbce0d9b68b35300b0225fb463d7b2b2ea99f0ea179,2022-10,Gwent Police,Gwent Police,-3.235063,51.584395,On or near Energlyn Crescent,W01001395,Caerphilly 023C,Investigation complete; no suspect identified
42ea8c7aa362f8fe1fbaca8fe177de7a2fa5b0ebf4576c0b931352eb6f295ad6,2022-10,Gwent Police,Gwent Police,-3.040839,51.699564,On or near Lower Park Terrace,W01001491,Torfaen 004A,Investigation complete; no suspect identified
430eb56cd7ce735fc33b29b68b0ec4d294d1b1e7b1f5dd677a4948d4d7b9d3d7,2022-10,Gwent Police,Gwent Police,-3.039913,51.661682,On or near Adit Walk,W01001538,Torfaen 009D,Investigation complete; no suspect identified
d50c76b6c51b352370475d5e46ec275e72fe62b5b7953b04f8fbaa4581b26477,2022-10,Gwent Police,Gwent Police,-3.249264,51.583822,On or near Rhuddlan Court,W01001394,Caerphilly 023B,Investigation complete; no suspect identified
2523f24138140a236f9ef3eaaf14b817f1948f7688aa275b7e412a61bfba6d09,2022-10,Gwent Police,Gwent Police,-3.024476,51.561165,On or near Jamaica Grove,W01001913,Newport 020F,Investigation complete; no suspect identified
d1d5c95dd62c8bc935cca5f347ed0c0ec568279e8811f03222bd355c5336b748,2022-10,Gwent Police,Gwent Police,-2.993600,51.574217,On or near Baldwin Close,W01001659,Newport 018A,Investigation complete; no suspect identified
ab1a9ef0d19b3a35b6c7f9a1cc1f1745e2a1e83d08a997a1fe4f87be9207effb,2022-10,Gwent Police,Gwent Police,-2.978641,51.587875,On or near Phillip Street,W01001690,Newport 013D,Investigation complete; no suspect identified
3892fea2407cf4165e99b9478a308e291ea74793742664de843db7fa463ac683,2022-10,Gwent Police,Gwent Police,-3.043183,51.639147,On or near Tydies,W01001492,Torfaen 012A,Investigation complete; no suspect identified
2c80a4b7650f60be8d281678855158a21a4c7900fcfe7f2b9220b617f47e7a4c,2022-10,Gwent Police,Gwent Police,-3.164502,51.596551,On or near ,W01001346,Caerphilly 020D,Investigation complete; no suspect identified
24714647abfcb5374c0667fec98f75a184fbef988aace9f06d3933d728b793cf,2022-10,Gwent Police,Gwent Police,-3.214747,51.667403,On or near Borfa Place,W01001353,Caerphilly 007B,Investigation complete; no suspect identified
4ec33249165cdeb24e5d9e3e400a53328c1eb263ae15252f14ba0a269cfaf5bd,2022-10,Gwent Police,Gwent Police,-3.133482,51.655780,On or near Dôl Ebwy,W01001327,Caerphilly 014A,Investigation complete; no suspect identified
ff49f3e4f10164eec8a5f6551d895aad317b66b5ba741ce4f2ab0a85d1dd02e8,2022-10,Gwent Police,Gwent Police,-3.008120,51.585467,On or near Burleigh Road,W01001603,Newport 012C,Investigation complete; no suspect identified
981aabc07bbc59471e02a0a8f95c8396e39a3e75f1f24a573ab84cdb054fc000,2022-10,Gwent Police,Gwent Police,-3.210549,51.649877,On or near Rhodfa Sirhywi,W01001369,Caerphilly 012D,Investigation complete; no suspect identified
4a6186557b47bf71f6cd760ce405b7b6ed449fa1857466766f3157ffbb62fb47,2022-10,Gwent Police,Gwent Police,-3.067346,51.738816,On or near Heol Is Ty Gwyn,W01001483,Torfaen 002B,Investigation complete; no suspect identified
ae67f2a2ff6489a355df44bebabc0fdbca117536b4cfe44458c01783d3b6b12c,2022-10,Gwent Police,Gwent Police,-3.064696,51.725902,On or near St Francis Manor,W01001486,Torfaen 002E,Investigation complete; no suspect identified
3add3dcc35a1115bc1b19fbd4c89f624841582a40e6efc76aff37af57a8df172,2022-10,Gwent Police,Gwent Police,-3.230817,51.685156,On or near Cardiff Road,W01001337,Caerphilly 004B,Investigation complete; no suspect identified
a1cab34138c616f5c90d3dc9e5c0bbbeeb9b600e9f963d0a527b8088e1c84622,2022-10,Gwent Police,Gwent Police,-3.156898,51.758910,On or near Part Street,W01001445,Blaenau Gwent 005C,Investigation complete; no suspect identified
9d2b2d3136984210edf73387abc8438003da7005e200cce32a76009c2a57b24c,2022-10,Gwent Police,Gwent Police,-3.192011,51.656729,On or near Brynhyfryd Street,W01001403,Caerphilly 011C,Investigation complete; no suspect identified
21a3a35d805a91e62444a01afa4955d7fc78d2b93cadbcab409eb12bbd648c97,2022-10,Gwent Police,Gwent Police,-2.674500,51.642698,On or near Hocker Hill Street,W01001587,Monmouthshire 008C,Investigation complete; no suspect identified
dd4cbfbfaa44900c7bb64f4013eca647e61273b9fbe51ad3c192bd7de23c2315,2022-10,Gwent Police,Gwent Police,-3.098113,51.606330,On or near Malvern Terrace,W01001412,Caerphilly 017B,Investigation complete; no suspect identified
2380fe010bfcc4e8585b77edabb0523e0a73ba0dcdee9fa030b369e22171e4a6,2022-10,Gwent Police,Gwent Police,-3.029504,51.874411,On or near ,W01001548,Monmouthshire 001B,Investigation complete; no suspect identified
6b05f95f5b530284fec73509b956fc7b336408c7d141cb3248b791d9132daa53,2022-10,Gwent Police,Gwent Police,-2.944325,51.578014,On or near ,W01001646,Newport 015E,Investigation complete; no suspect identified
1576382b45ff98059c8a0bdce3d8787b3cbcf70fd10d5b54649dd700acf411c2,2022-10,Gwent Police,Gwent Police,-2.988617,51.582630,On or near Lower Dock Street,W01001661,Newport 018C,Investigation complete; no suspect identified
a59384cad6c6d5aabb8f9bce2b95ee452da34dba4286ef01a9704760f34b98df,2022-10,Gwent Police,Gwent Police,-2.946149,51.575864,On or near ,W01001646,Newport 015E,Investigation complete; no suspect identified
30e78d0a2bada47a1958f34c685578a8356e5cfe63fbbed908f398196a9d5126,2022-10,Gwent Police,Gwent Police,-3.013597,51.851136,On or near Old Hereford Road,W01001571,Monmouthshire 001D,Investigation complete; no suspect identified
6d694146a442b84fe6bd748b1ee20d6d686c7702c44e0f5555e531faf0384845,2022-10,Gwent Police,Gwent Police,-2.958016,51.581095,On or near Brookfield Close,W01001648,Newport 015G,Investigation complete; no suspect identified
cc5717b38a8f38e9527a97a6094914191c6483c343f8c8b52eb43183e65228be,2022-10,Gwent Police,Gwent Police,-2.992267,51.573967,On or near Marion Street,W01001659,Newport 018A,Investigation complete; no suspect identified
6b5ffcbfa58c02cb34532f3ee0935b88ff743bf8e002c8cc4c7f3128aed45556,2022-10,Gwent Police,Gwent Police,-3.194790,51.665090,On or near ,W01001350,Caerphilly 009C,Investigation complete; no suspect identified
01f29a82f243ebe66b2b8d7f4509beee7c0c96a159d59a2206cb402fc725c43a,2022-10,Gwent Police,Gwent Police,-2.991750,51.575419,On or near Jeddo Street,W01001659,Newport 018A,Investigation complete; no suspect identified
f081b2265276404b3d3a5a914a0a65a5dda3821fe2de2a6c290f9d518c6b3843,2022-10,Gwent Police,Gwent Police,-3.013812,51.659536,On or near Conway Terrace,W01001493,Torfaen 008A,Investigation complete; no suspect identified
9a0cea7c604e297c166c0d05f5f2fc3bf883bcf6d31a18f069b8de6a20fe41b9,2022-10,Gwent Police,Gwent Police,-3.012663,51.555423,On or near Manor Park,W01001688,Newport 019C,Investigation complete; no suspect identified
b78f5f5318c93ce4b14d9469b9ae4b427584b3e9cc36907c2bb900899a19f654,2022-10,Gwent Police,Gwent Police,-3.049736,51.658204,On or near Llanderfel Court,W01001536,Torfaen 009C,Investigation complete; no suspect identified
32f5ebc5daeaedf65cb4e21fbdd7c4b9a3aab547d1eb0aeb072e9c0eec968518,2022-10,Gwent Police,Gwent Police,-2.992316,51.590799,On or near Clarence Place,W01001693,Newport 013E,Investigation complete; no suspect identified
f632b994981c7cbaee2dcbd88b905fec0d17d444d949e540465db8005599bca4,2022-10,Gwent Police,Gwent Police,-3.227406,51.662803,On or near Duffryn Street,W01001415,Caerphilly 008B,Investigation complete; no suspect identified
f743ebb07a71fb36cfe4b061637d95655473a8cd87ece9517fc9736e8534ab75,2022-10,Gwent Police,Gwent Police,-2.995996,51.585463,On or near Charles Street,W01001687,Newport 014D,Investigation complete; no suspect identified
a2d4b7e988e3d93fff77d7fcbb7bea25426e8ba02269e738817e19b3eee1a7bd,2022-10,Gwent Police,Gwent Police,-2.999899,51.606776,On or near Brynglas Drive,W01001682,Newport 006C,Investigation complete; no suspect identified
1ed2c984f872a2dd96c228d3bc422495eb19754c66f65e43f483c56c460f8e4e,2022-10,Gwent Police,Gwent Police,-3.092744,51.611874,On or near Fairview Avenue,W01001409,Caerphilly 016C,Investigation complete; no suspect identified
043bd12825b936f6e4966fafc9174d336df3ea558ab6cbed5d035051c67afa0c,2022-10,Gwent Police,Gwent Police,-3.000441,51.597906,On or near Goodrich Lane,W01001681,Newport 006B,Investigation complete; no suspect identified
25abdcb5ba40911f811755a31860726c189c55475c7b55079789b2a93be554bb,2022-10,Gwent Police,Gwent Police,-2.972147,51.602154,On or near Badminton Road,W01001615,Newport 005B,Investigation complete; no suspect identified
3db7d7d09e1d44284d931a517fee01b2f76f98a5196665d22b3a46ef4e4b0689,2022-10,Gwent Police,Gwent Police,-2.741191,51.585776,On or near Railway View,W01001589,Monmouthshire 010E,Investigation complete; no suspect identified
324ff4e91ec144c3a205b23357540124ad3c1b46baaf141dd601c3cb29e01ae0,2022-10,Gwent Police,Gwent Police,-3.130495,51.718121,On or near Victoria Road,W01001477,Blaenau Gwent 009E,Investigation complete; no suspect identified
7aa06d0e6e7d17ba601b40ca57675f9b0181517da62d5b0a4a9305777012919f,2022-10,Gwent Police,Gwent Police,-3.011664,51.590337,On or near Sycamore Drive,W01001600,Newport 012A,Investigation complete; no suspect identified
dbd4b06d061f505b9f7027c48381540f031b6decb7287286566ada4f965c0eed,2022-10,Gwent Police,Gwent Police,-3.267672,51.600610,On or near Bryncoed Terrace,W01001333,Caerphilly 018D,Investigation complete; no suspect identified
c91172c94c2707dfd4d312b4daeff2ec5b0bc81aa40882ad8e2c352356b2d3a3,2022-10,Gwent Police,Gwent Police,-2.998745,51.588416,On or near ,W01001685,Newport 014B,Investigation complete; no suspect identified
82632e0939b6c37b62cc5797163ff2a42d7298d602cbd53979db5e9860c7cf3b,2022-10,Gwent Police,Gwent Police,-2.995207,51.566551,On or near West Way Road,W01001660,Newport 018B,Investigation complete; no suspect identified
93f6cf7dc510a8f90a7ee4dd67d6f7c63080c8d9a7af71965a27e3f68b3a0465,2022-10,Gwent Police,Gwent Police,-2.994109,51.602168,On or near ,W01001683,Newport 006D,Investigation complete; no suspect identified
9922a58686f3727b6f3ec6c28b6b075f448e17eae206d76a12a67f9238b3022d,2022-10,Gwent Police,Gwent Police,-2.735946,51.789625,On or near Parc Pentre,W01001575,Monmouthshire 005D,Investigation complete; no suspect identified
b9db401c7b43ca0a0266454aaf2c6632c047c32c6b24c361e53beb1e5dbeea44,2022-10,Gwent Police,Gwent Police,-3.245473,51.673124,On or near Tai'r-Heol,W01001416,Caerphilly 008C,Investigation complete; no suspect identified
8ed96f6b7369c62f3e3ab2c48ab15f8b7eb1699e146e92b685bce01f5cc7823d,2022-10,Gwent Police,Gwent Police,-3.248729,51.777751,On or near Stocktonville,W01001481,Blaenau Gwent 006E,Investigation complete; no suspect identified
e29395a8e6e5b4aabcfe5568ded86808979da39da863f3f9e3b7acd886bd08c4,2022-10,Gwent Police,Gwent Police,-3.235499,51.643017,On or near Bedwlwyn Street,W01001433,Caerphilly 013E,Investigation complete; no suspect identified
dee92a2f79ae30c1267bda90b6c1d1398727d7e46a32035086c2dc19263c2133,2022-10,Gwent Police,Gwent Police,-3.133286,51.728416,On or near Somerset Street,W01001436,Blaenau Gwent 008B,Investigation complete; no suspect identified
f941ef963cb8a983603ae6f937af90737278ebcdfa8de379e4866dba8c65c0b3,2022-10,Gwent Police,Gwent Police,-3.156006,51.766526,On or near Southlands,W01001444,Blaenau Gwent 005B,Investigation complete; no suspect identified
275f9e5c24b11657339a1eb6f37458ebd4927975fb5b689c2234c88f3757e425,2022-10,Gwent Police,Gwent Police,-2.991405,51.589404,On or near Bathstone Mews,W01001693,Newport 013E,Investigation complete; no suspect identified
7dd58fb73141bc426b5e3eda21d859fd1a90d459ccde92af78002e7c73cf6559,2022-10,Gwent Police,Gwent Police,-2.684549,51.735979,On or near Holmfield Drive,W01001594,Monmouthshire 007E,Investigation complete; no suspect identified
fad1a6a20896afa1dce817ad9bfda68eeb400123bc93a837029e935a59290a11,2022-10,Gwent Police,Gwent Police,-3.146724,51.697022,On or near Thornleigh Road,W01001358,Caerphilly 006C,Investigation complete; no suspect identified
f65f060688e409350721283a55f2619ba08acd45a3cf60fc3706a90a62b3d344,2022-10,Gwent Police,Gwent Police,-2.728376,51.810190,On or near Whitehill Close,W01001553,Monmouthshire 004B,Investigation complete; no suspect identified
14eca35274e74d028a379e67b989a0226dbb0e58177506198569b5b4da052f06,2022-10,Gwent Police,Gwent Police,-3.243001,51.721219,On or near George Street,W01001384,Caerphilly 002C,Investigation complete; no suspect identified
2f9c7d8784fb2b5b7bf05a154e0fe2c0d95b651549b222ae0e5b6ea4423f969c,2022-10,Gwent Police,Gwent Police,-3.138203,51.717804,On or near Aberbeeg Road,W01001476,Blaenau Gwent 009D,Investigation complete; no suspect identified
3dcf93a7430a7ce72f9e599a202378c41e05d1fa3e1fe4417bb1bd738ce3dfdc,2022-10,Gwent Police,Gwent Police,-3.199372,51.794666,On or near Llandaff Road,W01001440,Blaenau Gwent 001A,Investigation complete; no suspect identified
201af93b799d553d92e4a3fd3cddbf0d9c897ff857897dc57444131c1767fb9b,2022-10,Gwent Police,Gwent Police,-3.066940,51.738784,On or near Ty-Rosser-Gwyn,W01001483,Torfaen 002B,Investigation complete; no suspect identified
9780f507d2155db4a8dc378f38c675455963a80d59c67cb47745470f08c318b9,2022-10,Gwent Police,Gwent Police,-3.027453,51.556311,On or near Steeplechase Road,W01001688,Newport 019C,Investigation complete; no suspect identified
91a63bf48eb49ac843ce099a655e7024c66dfe66e040967b747fd5954a25dd39,2022-10,Gwent Police,Gwent Police,-2.984309,51.586335,On or near ,W01001693,Newport 013E,Investigation complete; no suspect identified
7d7e3fc482cf35effc1d9c4e2eb9018c65f23be1014867b84c8092cc9800e543,2022-10,Gwent Police,Gwent Police,-3.017282,51.611140,On or near Meon Close,W01001618,Newport 003B,Investigation complete; no suspect identified
e6c4baf66da3443e409568b993fbbe8cae90496f73a72a21e06698d8e7341688,2022-10,Gwent Police,Gwent Police,-3.027335,51.690484,On or near ,W01001515,Torfaen 006B,Investigation complete; no suspect identified
44bd6575fccd16733a17a3358cd7f8e821750893f409419d26eb0d344f1699f8,2022-10,Gwent Police,Gwent Police,-3.154507,51.613908,On or near Nine Mile Point Road,W01001430,Caerphilly 015B,Investigation complete; no suspect identified
c190cb63aee2fbf2cdc23fcb7b18dfe53327c4babef3b21f135d340ca349c001,2022-10,Gwent Police,Gwent Police,-2.987989,51.588216,On or near ,W01001693,Newport 013E,Investigation complete; no suspect identified
7696f3c9ff807c75c2bb5232c961b340b880382e95041f0724a7c7d2cf2a6dc5,2022-10,Gwent Police,Gwent Police,-3.199677,51.427728,On or near Sully Road,W01001115,The Vale of Glamorgan 008B,Investigation complete; no suspect identified
af3c31d9c0f63900f6c7081d7b1adfaf1db95bfaa726f8776c0102d505f40794,2022-10,Gwent Police,Gwent Police,-3.225381,51.678865,On or near Railway Terrace,W01001362,Caerphilly 003C,Investigation complete; no suspect identified
037d47dd7c368ce8a91e3dc0a620b72a524d88367c0b67747ffa614014460873,2022-10,Gwent Police,Gwent Police,-3.001125,51.648684,On or near Twm Barlwm View,W01001507,Torfaen 008D,Investigation complete; no suspect identified
e63b7b0c26117d025fa483766561290dc373fb904f518568a5bf26ca9f04ac17,2022-10,Gwent Police,Gwent Police,-3.146067,51.697910,On or near Pen-Y-Fan Close,W01001358,Caerphilly 006C,Investigation complete; no suspect identified
f9e5dd0ac245075e00a1431fb9446dbcaadd9728b447ad99cedba5da183094c6,2022-10,Gwent Police,Gwent Police,-3.092840,51.612046,On or near ,W01001410,Caerphilly 016D,Investigation complete; no suspect identified
f3a0571c3af3333be8a57e4d56379b712dce730a34af30d134a15585ba48f010,2022-10,Gwent Police,Gwent Police,-3.175249,51.798803,On or near Beaufort Street,W01001448,Blaenau Gwent 002C,Investigation complete; no suspect identified
145b6e6f103e6681b73fca84eb3ca32a64c3a41dd70e9fea4412f244be768d48,2022-10,Gwent Police,Gwent Police,-3.250275,51.582786,On or near Caerleon Court,W01001394,Caerphilly 023B,Investigation complete; no suspect identified
e5b91be62729370c9d1b83d45404b50685bd281a1d8ac391df421b495b84edeb,2022-10,Gwent Police,Gwent Police,-3.153787,51.764165,On or near East Pen-Twyn,W01001444,Blaenau Gwent 005B,Investigation complete; no suspect identified
25cd2acd9ea62d57850585bcc15ba3faab7eceb96908a68ad0b403455515fcd7,2022-10,Gwent Police,Gwent Police,-2.981618,51.586025,On or near George Street Bridge,W01001690,Newport 013D,Investigation complete; no suspect identified
27572d277c675bce74202e57b4d6e9628bef25644dbc459947c2f506839a2c7c,2022-10,Gwent Police,Gwent Police,-2.700651,51.807984,On or near Limetree Avenue,W01001599,Monmouthshire 004F,Investigation complete; no suspect identified
e4089c60176ee4c1fd18f1bfdcc783f08aabb6aacbfd0363cbc14005e70b58a4,2022-10,Gwent Police,Gwent Police,-3.209639,51.779518,On or near Garden Street,W01001461,Blaenau Gwent 007F,Investigation complete; no suspect identified
959377e51344cb0e63608a5952cef0254a9bbf133d463fe0fddb9efa7467d1f9,2022-10,Gwent Police,Gwent Police,-3.212215,51.670585,On or near Waun Borfa Road,W01001352,Caerphilly 007A,Investigation complete; no suspect identified
e32737e3cb19a66bcff53165a6b1aca96876e393f0df8cf91e5ae2ac5be01b14,2022-10,Gwent Police,Gwent Police,-3.069355,51.736200,On or near ,W01001483,Torfaen 002B,Investigation complete; no suspect identified
fa17baca6e9eb91f0d93bac938fe22256e15cc656b936ac8858d829c7b1e437b,2022-10,Gwent Police,Gwent Police,-2.969497,51.598408,On or near Brangwyn Crescent,W01001615,Newport 005B,Investigation complete; no suspect identified
8ecdee5b114c80110f5ab5487444b20a768e39ac131eb9c8d4a3462c4b7e178e,2022-10,Gwent Police,Gwent Police,-3.024476,51.561165,On or near Jamaica Grove,W01001913,Newport 020F,Investigation complete; no suspect identified
06b7dcfc46af238994105c6b986f92feceb34018656b62f12d8b5109100b7ddb,2022-10,Gwent Police,Gwent Police,-2.999810,51.597452,On or near ,W01001681,Newport 006B,Investigation complete; no suspect identified
906e0030a42ffb5324e4ccd776ee3d5caa767472a75e42e1a98bd57b5314fc20,2022-10,Gwent Police,Gwent Police,-3.023875,51.662812,On or near Parklands Close,W01001520,Torfaen 007B,Investigation complete; no suspect identified
2089bb9fc45ebd0473969bd3e3e5439c2df8225240ed71c8a9123ee066cd4789,2022-10,Gwent Police,Gwent Police,-3.168564,51.801054,On or near Alma Terrace,W01001446,Blaenau Gwent 002A,Investigation complete; no suspect identified
87435f5d8fd53e8d668458c816042b5c8216d6bf3a38723bfd9ffb46c434e146,2022-10,Gwent Police,Gwent Police,-3.162571,51.679629,On or near Pen-Y-Bryn Court,W01001357,Caerphilly 006B,Investigation complete; no suspect identified
159c445b8e5934052ae7bbfb1f8d5b3e44fc7c828be4da7dbef84514250a6c3f,2022-10,Gwent Police,Gwent Police,-3.064236,51.734034,On or near Eridge Road,W01001484,Torfaen 002C,Investigation complete; no suspect identified
45e13e62b626feee468fa5f7904f72fae22fcb8de54b5b8f4f417ec2e1bfc717,2022-10,Gwent Police,Gwent Police,-2.993675,51.600130,On or near The Turnstiles,W01001683,Newport 006D,Investigation complete; no suspect identified
ed03b583b73c2a6dbd6f78bdf6f8196eeb6590b7a5bc264197d5194502b32f7a,2022-10,Gwent Police,Gwent Police,-3.220071,51.573267,On or near Cardiff Road,W01001424,Caerphilly 024C,Investigation complete; no suspect identified
165d8ea4ae7ba57be9c8f8b346e43b6ae7036739eea1abf3020f19bcdf010c55,2022-10,Gwent Police,Gwent Police,-3.227954,51.575019,On or near Heol Y Beddau,W01001370,Caerphilly 023A,Investigation complete; no suspect identified
369f06c928283c4115a94044d5614eb6c3bd58183e3210c6139beca6053df58f,2022-10,Gwent Police,Gwent Police,-3.131420,51.736625,On or near Cefn Crescent,W01001437,Blaenau Gwent 008C,Investigation complete; no suspect identified
6cf02bebda100de31e806f58783420ab0cab0648fe5e8a8dc0476d0fdf1084ba,2022-10,Gwent Police,Gwent Police,-3.009914,51.833167,On or near St Andrews Crescent,W01001909,Monmouthshire 002F,Investigation complete; no suspect identified
fa23e3fae6c75b311025f7d5d2f1fc14c2c41b278733104f7e87d300cd1e60b5,2022-10,Gwent Police,Gwent Police,-2.925936,51.594012,On or near Dawson Close,W01001667,Newport 010C,Investigation complete; no suspect identified
5f48f860e8ad6e593114f94d6bc0e034dcacfbfbf272426af46e61a548d660f9,2022-10,Gwent Police,Gwent Police,-2.946264,51.584391,On or near Britten Close,W01001609,Newport 015B,Investigation complete; no suspect identified
c271d581502728ce192194835dd4ef2aead64aaa1b2bcce70c43c7010412f286,2022-10,Gwent Police,Gwent Police,-3.220071,51.573267,On or near Cardiff Road,W01001424,Caerphilly 024C,Investigation complete; no suspect identified
9d07c26f0c111856381e01c8af65f3529dcd402679e8e4e2fe1f35efd2b06906,2022-10,Gwent Police,Gwent Police,-3.024296,51.551887,On or near Narbeth Close,W01001913,Newport 020F,Investigation complete; no suspect identified
50ba372ded87e7ca3101f79e1e4f6e078e7eb76ab2cf53f390ff96d9efc10c68,2022-10,Gwent Police,Gwent Police,-2.939722,51.596088,On or near ,W01001663,Newport 008C,Investigation complete; no suspect identified
6beb1ff534faad3b553cd222cbbfe7a9eea3165f5b3849937d8ad729d301a310,2022-10,Gwent Police,Gwent Police,-3.198850,51.592648,On or near Church Street,W01001344,Caerphilly 020C,Investigation complete; no suspect identified
